3207401,1,36729687
3207401,2,37248286
905701,3,31175119
2632253,4,38173500
468244,5,36109370
2190430,6,34215820
3092950,7,36411347
3070786,8,36582899
2754623,9,33359725
203912,10,35355968
2087273,11,32059630
467880,12,34803365
2190430,13,34588192
724619,14,4347674
780066,15,34772475
3070786,16,36266615
3207401,17,37907939
792022,18,34930368
28801,19,35613951
672375,20,35272015
2931537,21,35391594
780066,22,35868657
566431,23,33334097
3058246,24,35309269
2758756,25,34366010
585492,26,34699668
3478478,27,36717264
772253,28,31666417
241227,29,34431722
2087273,30,31148026
2138620,31,33480898
2137482,32,35730564
28801,33,35817383
468244,34,3136472
905701,35,30781481
1066419,36,34808763
1024489,37,32224166
2137482,38,37138465
3070786,39,37120976
203912,40,35904381
994944,41,36855841
1066419,42,36546900
2111694,43,35337708
946534,44,37001450
468244,45,34373632
2112495,46,32738672
968260,47,34187867
752627,48,35624152
236797,49,34626119
772253,50,35060829
203912,51,1754584
2749421,52,36808716
2019210,53,37884934
467880,54,35904516
2757382,55,34331506
857994,56,30827192
261143,57,32183387
566431,58,32906021
648551,59,33013877
28801,60,37474341
227595,61,37474341
100594,62,316434
236797,63,34626115
566431,64,34486102
861436,65,36391237
28801,66,38105483
203912,67,34270805
792022,68,37051614
712453,69,35727935
585492,70,34397936
261143,71,33372782
994944,72,36502910
468244,73,30611680
724086,74,34331508
236797,75,34626109
236797,76,32130396
28801,77,36464689
222128,78,4818649
752627,79,36314746
946534,80,36243654
3752136,81,37390940
3478478,82,37431365
861436,83,35223429
925515,84,36676722
2744750,85,36224660
861436,86,8252573
3070786,87,36582898
468244,88,33476728
991413,89,36079890
672853,90,36778870
467880,91,34310036
261143,92,33372788
2754623,93,34403017
725988,94,36388567
2137482,95,34754293
2622030,96,32445339
2931537,97,36354778
2622030,98,34496036
3865,99,34997082
468244,100,36444534
991413,101,35640858
222128,102,35876006
2632253,103,36868934
967229,104,34943105
2632253,105,36078777
2190430,106,34943105
276166,107,8036156
792022,108,34930370
1066419,109,36546894
3865,110,34997080
772253,111,8298729
647971,112,34667573
2398314,113,36106345
406712,114,2930968
54684,115,30177124
839732,116,7877311
861436,117,35223432
3207401,118,37048498
3865,119,34997077
861436,120,8153410
839732,121,31914848
830327,122,37436294
968265,123,34335697
2899290,124,34668619
861436,125,36892798
647971,126,31133898
261143,127,33239419
203912,128,37945064
792022,129,34930372
2899555,130,34436674
468244,131,33772329
3466604,132,36937529
2087273,133,35275022
861436,134,34140616
2738493,135,34215821
724086,136,34215821
28801,137,36404853
991413,138,36079888
751611,139,30132701
792022,140,9620475
772253,141,31513458
3679688,142,37602330
236797,143,32572926
566431,144,36871736
236797,145,34626116
3207401,146,37248285
3865,147,34997085
3156910,148,36206259
991413,149,36079879
566431,150,37245921
198094,151,1698598
467880,152,35411201
3137294,153,36137552
2970177,154,35374190
967229,155,35888869
2922884,156,35888869
2899290,157,33902950
236815,158,35145136
468244,159,36826650
994944,160,32362652
857994,161,32559782
236797,162,34626117
648551,163,32003395
468244,164,37526257
2622030,165,33999025
991413,166,36079893
791216,167,34959675
648551,168,33638428
749640,169,35492924
647971,170,36414425
2758756,171,34298499
3865,172,30403589
967229,173,35728530
3207401,174,37248287
672853,175,36778867
236797,176,35044105
672375,177,36516320
1066419,178,34808762
2763924,179,34052428
468244,180,37126395
28801,181,34441468
100022,182,31516672
751611,183,32955381
749640,184,32955381
2112495,185,31724057
861436,186,36391238
3114174,187,36635524
3137294,188,35778204
751611,189,36740737
2137482,190,36430773
176393,191,32825454
2899555,192,38123336
468244,193,8124417
792091,194,8203900
968265,195,37292485
861436,196,35223433
2749421,197,34947189
2645970,198,36912442
792022,199,36590463
3181288,200,37520959
967229,201,32479576
2190430,202,32479576
261143,203,34481683
1066419,204,37344422
2138620,205,37375706
1066419,206,37344430
792022,207,34930369
105623,208,35354389
830329,209,35537300
2740934,210,35536571
468244,211,30611679
683172,212,34388139
261143,213,34481684
789943,214,35888871
2190397,215,35888871
725985,216,34943241
467880,217,3472354
914277,218,35029957
236815,219,37347900
2632253,220,36078779
774900,221,8276709
468244,222,37451118
2744750,223,36224661
2112495,224,36651697
792022,225,37051615
2754623,226,37285003
673033,227,35953611
22938,228,37626670
3092950,229,37225606
2190397,230,35937395
2632253,231,35058036
2736779,232,38277832
261143,233,34481680
2744750,234,35540851
1066419,235,35225993
672375,236,36441862
749640,237,9619959
991413,238,37077261
861436,239,33800786
2758756,240,35685443
30358,241,418598
672853,242,37473974
2740934,243,34779651
994944,244,34908740
861436,245,31244486
537920,246,7881505
2636153,247,35937396
566431,248,33976677
792022,249,36371558
646171,250,34753327
725988,251,36388566
2740042,252,36062700
672375,253,35272054
510242,254,31151836
752425,255,31984204
236797,256,7877917
2112495,257,34564048
792022,258,31709523
861436,259,34140617
2744750,260,36048470
532029,261,36582553
1066419,262,35931535
752425,263,35975681
2632253,264,33810390
2645970,265,35553933
751611,268,32091434
2137482,269,34754296
2742307,270,37609637
2190430,271,36480841
914277,272,36480841
2744750,273,36224656
2750866,274,36009119
756963,275,35908756
2112746,276,36009119
914277,277,36009119
789943,278,35957697
749640,279,30132687
30358,280,36080053
994944,281,35008527
2899555,282,38077933
2763924,283,36181011
2137482,284,34754295
2744750,285,37086994
1136,286,2511767
2912859,287,34500931
3305,288,1467722
925515,289,38319122
1024489,290,37136813
792022,291,9620471
861436,292,35380367
2241043,293,33841443
751611,294,30492279
905701,295,30781482
108356,296,34634791
1702472,297,33658484
991413,298,36079885
674710,299,30157753
925515,300,31470006
3478478,301,37463420
3305,302,8302
792022,303,9620473
261143,304,37145732
839732,305,34326186
792022,306,36371557
2740042,307,37796852
566431,308,35251904
585492,309,34803496
261143,310,34481681
861436,311,35223435
175155,312,34397419
672375,313,35272060
994944,314,32633209
725989,315,34461065
994944,316,35008531
991413,317,36851933
699632,318,37904960
858125,319,33946475
3305,320,313555
994944,321,35008532
443420,322,35538318
725985,323,37691812
688432,324,37691812
236797,325,31938460
2639564,326,33386370
2880487,327,33386370
2744750,328,35268787
724086,329,36254943
752425,330,35283633
991413,331,36079884
925515,332,32438894
2893700,333,36518341
3865,334,30403590
712452,335,4097003
718655,336,37160786
236797,337,37003912
2112495,338,35809465
792022,339,30657308
735094,340,34437341
698776,341,8233373
236815,342,36963657
674710,343,32999763
994944,344,33630420
602056,345,7911687
792022,346,30657311
861436,347,36892801
2632253,348,37374437
792091,349,30877002
3264,350,35011296
720018,351,35667692
428803,352,36831389
436700,353,35283461
926682,354,34899925
1702472,355,34899925
2893700,356,35505810
792022,357,30163110
418700,358,7953693
3865,359,34997079
236797,360,34626114
2112493,361,37370691
1702472,362,36310362
3114174,363,36337593
108356,364,36924828
792091,365,36580205
756533,366,34536107
175155,367,34713689
3305,368,4354180
468244,369,34244528
436700,370,4354180
3092950,371,36411342
3752136,372,37390939
3207401,373,38092594
2750866,374,35953965
2112746,375,35953965
914277,376,35953965
566431,377,32282389
2749421,378,35885437
602056,379,32313543
2739011,380,36500677
105623,381,36544015
2189536,382,36425359
261143,383,32378104
699632,384,35724027
1024489,385,36937995
720018,386,32560653
418700,387,2202565
967229,388,36903564
2190430,389,33027162
914277,390,33027162
629831,391,30190630
108356,392,33632153
